"ڏَمَرَ پاسو ڏُکَ سين، کاندِ کَٿُورِي هوءِ،
وَاللهُ مَعَ الصّابِرِينَ، آگو اِيهين چوءِ.",Shah Bhitai
"کَمُ! کَمَندَنِ کَٽيو، هارايو هوڙَنِ،
چَکِيو نه چُوندَنِ، هُو جو ساءُ صَبُرَ جو.",Shah Bhitai
"کَمَندَڙَنِ گَهرِ کِين، چَوندڙَ چڱا نه ٿيا،
ويڻَنِئُون وِيڌُ پَئي، هَٿِ نه اَچي ڪِين.",Shah Bhitai
"ڪَنِين ڪينَ پِرائِيو، ڪِيني مَنجهان ڪِين،
جي هوءِ سَٽاڻِي سِيڱ، ته زِهَ ڇِنٖي جوکو ٿِئـٖي.",Shah Bhitai
"ڪِينَ مائِيندا مَنَ ۾، خودِي ۽ خُدا،
ٻِنِ تراڙِنِ جاءِ، ڪا آهي هيڪَ مِياڻِ ۾؟",Shah Bhitai
"جَنين سندِي ٻوڏَ ۾، ڀَتو ڀَتيٖن جيءُ،
تُون تَنِين سين پِيءُ، اوڏا اَڏيٖ پکَڙا.",Shah Bhitai
"ويٺي جَنِين وَٽِ، ڏُکَندو ڏُورِ ٿِئي،
سا مجلَس ئِي مَٽِ، جي حاصلُ هوءِ هزارَ جو.",Shah Bhitai
"ويٺي جَنِين وَٽِ ڏُکَندو ڏُورِ ٿِئي،
تون تَنِين سين ڪَٽ، اوڏا اَڏي پَکَڙا.",Shah Bhitai
"چوڏِهينءَ چَنڊُ اُڀِريو اُوڻٽِيهَه پَسيسِ عامَ،
مَٿَسِ ناهِ مَلام، جيڪِي پُڇين پُڇُ سو.",Shah Bhitai
"سَهسين سِڄن اُڀِريٖ، چوراسِي چَنڊن،
بِاللهِ، ري پِرِيَنِ، سَڀَ اُونداهِي ڀانئيان.",Shah Bhitai
"چَنڊَ! تنهنجي ذاتِ، پاڙِيان ڪين پِرِيَنِ سين،
تون اَڇو ۾ راتِ، سَڄَڻَ نِتُ سوجِهرا.",Shah Bhitai
"چَنڊَ! لَڳَنَئِي مَنڊَ، سنجهي ئي سِيخ ٿئييٖن،
ڪَرِ اُونداهِي اَنڌَ، ته مِلان مَحبُوبَنِ کي.",Shah Bhitai
"چَنڊَ! چُئَيِن حَقُ، جي وِڙهين جي وِچِرين،
ٻه اَکَيُون ٽِيون نَڪُ، تو ۾ ناهِه پِرِيَنِ جيٖهو.",Shah Bhitai
"اُونداهِيءَ اَڌَ راتِ ۾، پِرِيءَ پَسَايو پاڻُ،
چَنڊُ ڪَتِن ساڻُ، پيهِي وِيو پَڙِلاوَ ۾.",Shah Bhitai
"تارا تيلِيءَ رُوءِ، لُڌا لالَن! اُڀِرين،
جِهَڙو تو صُبُوحِ، تَهڙي صافِي سَڄَڻين.",Shah Bhitai
"تو ڏانهن گهڻو نهاريان تارا تيلاهين،
سَڄَڻُ جيڏاهين، تون تيڏاهين اُڀِرين.”",Shah Bhitai
"هُنَ تاريٖ، هُنَ هَنڌِ، هُتِ منهنجا سُپِرِين،
سَڄَڻَ ماکِيءَ مَنڌِ، ڪَؤڙا ٿِينِ نه ڪَڏهين.",Shah Bhitai
"هُنَ تاريٖ، هُنَ هيٺِ، هُتِ منهنجا سُپِرِين،
سَڄَڻَ ماکِيَ ساءِ، ڪَؤڙا ٿِينِ نه ڪَڏهين.",Shah Bhitai
"هُنَ تاريٖ هُنَ جاءِ، هُت منهنجا سُپِرِين،
سَڄَڻَ ماکِيَ ساءِ، ڪَوڙا ٿين نه ڪڏهين.",Shah Bhitai
"تارا، تِرَ، تِروڪَڻِيون، مَٿِنِ ڦُلَڙِيُون،
کوءِ! سي راتَڙِيُون! جي مون پرينءَ پُڄاڻان پيئِيُون.",Shah Bhitai
"آئون اُڪَنڊِيائِي مَران، پِرين ڀَلا پَرَ ڏُورِ،
ٻاٻَلُ ڏئي نه ٻُورِ، پَنڌَ نه جوڳِي پِيَڙِي.",Shah Bhitai
"وَڏَ ڦُڙو ۽ واءُ، ڪَرَهي کاڏو کوڙيو،
کوءِ، ٻَنِ پَلاڻِيان، اولاڻيو نه اُٿِئـٖي؟",Shah Bhitai
"پَلاڻِيان پِيو! اولاڻيو نه اَٿِئـٖي!
جيڏاهن وَڳُ ويو، اُڀو تَرسي اوڏهين.",Shah Bhitai
"پيشانِيءَ ۾ پِرِيَنِ جي، چانگـٖي رَکِيو چِتُ،
نيٽَ ڇِنايو نِتُ، اُڀو اوڏاهين آسري.",Shah Bhitai
"مِٺِيُون لَهِي مُهاءِ، جي تو چانگا چِنِيُون،
وَلَڙِيُون وِهَه ساءِ، اَڃا تو مُهَندِيُون.",Shah Bhitai
"ڪين جو ڪيڏاهين، چانگو چَکِي آئِيو،
تاڻيو تيڏاهين، نيٽَ ڇِنايو نِڪريٖ.",Shah Bhitai
"ڪَرَها! “توکي ڪامَ، مون سَچو پَسِي سَڃِيِي،
مانَ پَرُوڙيٖ مامَ، ساڱاهي سَئينءَ وَهين.",Shah Bhitai
"کَنڀاتِڙيٖ تَڙِ وَرِي اُڀِي تَڙِ واجهاءِ،
مانَ اَچِهُون ڪاءِ سُواڌائِي سَڄَڻين.",Shah Bhitai
"نَوَ نِيئَر پائي، جان مون هينئڙو جَهلِيو،
وِيئڙو ڇنِائي، پوئينءَ رات پِرِيَنِ ڏي.",Shah Bhitai
"نَوَ نِيئَر، ڏَهَه ڏاوَڻِيُون، پندرهن پَينڌَ پِياسَ،
جڏهن سَڄَڻَ يادِ پِياسِ، ڇِرڪَ ڇِنَايَئِين هيڪَڙيٖ.",Shah Bhitai
"جِئان ڪوڙِ ٻه ڪاٺِيُون، پَنجين لَکين ڀَاءُ،
مَيو تنهن ماڳاءُ، ڏِيهاڻِي ڏارَ چَري.",Shah Bhitai
"لَکِ لاکِيڻو ڪَرَهو، ڪوڙييٖن ڏيئِي ڳِڌومِ،
اَڱَڻِ سُونهن ٿِيومِ، مُلهه مَهانگو مَ چئو.",Shah Bhitai
"مانَ پُڇَنِئِي سُپِرِين، چِتان  لاھِ مَ چُرَ،
اَنِين  جا اَمُرَ، کَڻُ  تہ خالِي نہ ٿِييِن.",Shah Bhitai
"مانَ پُڇَنِئِي سُپِرِين، چِتان چُرَ مَ لاهِه،
پِرِيَنِ اَڳِيان پاءِ، پَلؤ مَڱَڻَهارَ جيئن.",Shah Bhitai
"اَٺَئِي پَهَر اوڙاهَه تي، مَنجِهه گُهرِءِ گهاري،
وَسُ نه ويچاريٖ، ته ڪا ماڳِ ڍُڪَندِي مَڪُڙِي.",Shah Bhitai
"اورِيائِين آڻِينِ، ميڙِيو مُعلِمَ خَبَرُون،
سا تان سُڌِ نه ڏِينِ، جِتي وَهُ ويڌُ ڪَري.",Shah Bhitai
"سَڀيئِي سَئِين ڪَرين، ڪو مَ مُنجهايين واٽِ،
سُپيرِيان جي ساٿِ، لائو لَڱو ميڙِيين!",Shah Bhitai
"چَڱنِ ساڻُ چَڱائِيُون، ايئن سَڀَڪو هوءِ،
تو جيئن ڪَري نه ڪوءِ، بُڇَنِ ساڻُ ڀَلائِيون.",Shah Bhitai
"چَڱنِ ساڻُ چَڱائِيُون، مَٺائِيون مَٺَنِ،
جـو وَڙُ جُڙي جَنِ سين، سو وَڙُ سيئِي ڪَنِ،",Shah Bhitai
"مَيَنِ مَٿي سَمَرا کُهِيَنِ سَڏَ ڪَرينِ،
ساٿُ نِباهِيو نِينِ، اِي پَرِ سَندِي سَڄَڻين.",Shah Bhitai
"سونا! وانءُ صَرافَ سِينءَ، لَڏو لاهِ مَ لَڏِ،
سودو سوئِي ڇَڏِ، جنهن ۾ جَواهِرُ ناهِ ڪِين.",Shah Bhitai
"سونا! وانءُ صَرافَ سِينءَ، لَڏو هَڏِ مَ لاهِه،
آهي تَنِ اُونداهِه، جَنِ جَواهِرَ ضايَع ڪِيا.",Shah Bhitai
"جُهه صَرافَنِ لَڏيو، تَه تُون پُڻِ لَڏِجِ، سونَ!
قَدُرُ لَهَندُءِ ڪونه، نيئِي گَڏِيندَءِ گَڏُوءَ سين.",Shah Bhitai
"اَگِهيو ڪائو ڪَچُ، ماڻِڪَن موٽَ ٿِي،
پَلَئه پايو سَچُ، آڇِيندي لَڄَ مَران.",Shah Bhitai
"اَمُلُهه، اَسارِي پئِي، ڀورِي! ڀَڳُئِي جِتِ،
ڪُ هه نه رُنِئي تِتِ، ٻَئِي اَڌَ هَٿَ ڪَري.",Shah Bhitai
"اَمُلُهه، اَسارِي پئِي، ڀورِي! ڀڳئِي جيئن،
وانءُ صَرافَنِ سيئن، ٻَئِي اَڌَ هَٿِ ڪَري.",Shah Bhitai
"جِتي ماڻِڪ ماڳُ، تِتي چوران تَڪِيو،
سَنئُون تَنِ سَڀاڳُ، اَمُلُ جَنِ اوباهِيو.",Shah Bhitai
"چورُ اُڀو ايئن چوءِ، ته آئون اُهوئِي آهِيان،
جي اَسِي اَکِيَنِ هوءِ، ته لِڪئٖي کي ڪونَه لَهي.",Shah Bhitai
"مون ٿي چَيُئه، ڪاندَ! ڀُتِي ڀاڙِ مَ مَڪُڙِي،
سِڙَهَه پُراڻا پاندَ، لَهرِيُون سَهِي لَڳَندِيُون.",Shah Bhitai
"وِيرِ وِڙَندءِ، ويسَرا! اُٿِي توههُ طَلَبِ،
سائِرَ ڪنهن سَبَبِ، ڪالَهه نه وڌءِ ڪُنَ ۾.",Shah Bhitai
"ڪالَهه وِڌائِين ڪُنَ ۾، جاڏا جُنگ جَهازَ،
تنهنجي اَڄُ تَرازَ، آهي آر اکين ۾.",Shah Bhitai
"تانگهـٖي ۾ تاڻٖي، ٻَڌُ پنهنجو تُرَهو،
اُونهٖيءَ ۾ آڻـٖي، ڪونَه ڏيندُءِ ڪو ٻِيو!",Shah Bhitai
"تارُو تَرِيو وَڃَنِ، نَنڍا وَڏا واهُڙا،
هَئٖي، ٻَرِ! اَتارُنِ، جيئن ڳَرا مَٿِنِ مولِهيا.",Shah Bhitai
"ڏوري لَهُه ڏاتارُ، جِمَ ويـٖهين ويسَرو!
هَڪيو هوئجِ هُشِيارُ، کِنوَڻِ کِوَندِئي اوچتِي.",Shah Bhitai
"سُتين ڪِهَڙِيءَ سارَ، وِڄُ کِوَندِيئي، ويسَرا!
تو جيڏا تو يارَ، لَهِرِن لَهِوارا ڪِيا!",Shah Bhitai
"ستيٖن سَنجهيئِي، وِڄُ کِوَندِيئي، ويسَرا!
وِيرَ وَرِي ويئِي، اَسارَنِ تان اوچتي.",Shah Bhitai
"کِنوَڻِ کنِوايو، آيَئِي نِنڊَ اَڀاڳَ جي،
جَنين نه ڀئو ڀانيو، ڪَري تَوائِي تَنِ کي.",Shah Bhitai
"توڻي تَوائي، توءِ تنهنجو آسَرو،
سَڄَڻَ ڳَرِ لائِي، کِيرُون ڏِيندِيَسِ جيڏِييٖن.",Shah Bhitai
"پَڳَھَ  پاسي گهارِ، آيَلِ! سامُونڊِيَنِ جي،
وِجِهي جِيُ جَنجارِ ، جِمَ  وَڃَنِئِي اوھَرِي.",Shah Bhitai
"پگهه پاسي پڇ، آيل! سامونڊين جي،
من ۾ ٻاري مچ، جم وڃنئي اوهري.",Shah Bhitai
"جان ايندينءَ تان آءُ، هَڻِي هَٿُ پَڳَههَ ۾،
لَڳي واءُ سُواءُ، سِڙُهه سانباهِي نه سَهي.",Shah Bhitai
"لَنگَرَ جان نه کَڻَنِ، وانءُ وَهِلِي نِڪِري،
مَڇُڻ ڏيهه وَڃَنِ، نارِيُون پُوري ناکُئا.",Shah Bhitai
"نَنگَرَ ۽ نارِيُون، پَڳَهَه کَڻِي پَنڌِ ٿِيا،
بَندَرَ بازارِيُون، سُڃا سامُونڊِيَنِ ري.",Shah Bhitai
"ننگَرَئُون نيڻين، مَن اولِيءَ نه اوهَري!
سَٻاجهين نيڻين، پائي ڳُڻَ ڳِهِيو هِنيون.",Shah Bhitai
"اوڙاههِ وِيا نه وَرِيا، آئون تنهن مارِي ويڻَ،
ڪري سامُونڊِي سيڻَ، جُسي جارُ پِرائِيو.",Shah Bhitai
"اُوهَرِيا جِئائِين، ڍُڪَنِ تَنِ تَڙائِييٖن!
سامُونڊِيَنِ، سائِين! واءُ سَڻائو وارِييٖن!",Shah Bhitai
"سامُونڊِي ساري، مَٿي تَڙَ گُذارِيان،
مون کي ٿِي ماري، اُنِين سَندِي ڳالَهڙِي.",Shah Bhitai
"سامُونڊِي ساريٖ، ماءِ! مُنهنجو جِندَڙو،
بَندَرِ ويچاريٖ، وَڃِي لاتا ڏينهڙا.",Shah Bhitai
"سامُونڊِيَڪو سَڱ، آهي گُوندر گاڏُئُون،
اَنگُهن چاڙهي اَڱ، وِيو وَڻِجارو اُوهَرِي!",Shah Bhitai
"وَڃيئِي وِسَرِي شالَ، جو تو سودو سِکيو،
اَڃا آئين ڪالَ، پُڻِ ٿو سَفَرِ سَنبَهين!",Shah Bhitai
"ڳِرِيو جَهلِيو روءِ، مَٿي مُهريٖ هَٿَڙا،
کوءِ! سودو سَندوءِ! جو تو، ڍولِيا! سِکيو.",Shah Bhitai
"ٻيڙِيءَ جي ڀُوڻَن، نينهُن نه ڪِجي تَنِ سين،
اڀِيُون ڏنڀَ ڏِسَنِ، جُهه ڏيئِي سِيرَ ٿِيا.",Shah Bhitai
"هينئڙو ٻيڙيءَ جان، ڏُتَڙِ پئٖي ڏينهن ٿِيا،
پُڇِيو تان نه پِرِيان، ڪَرَلاهُو ٿِي ڪَڏِهِين.",Shah Bhitai
"تان ڪِي لَئِجِ، ڪانگَ، ڪَڏِهن اِيندا مان ڳَري؟
سيڻَنِ ڪارَڻِ سانگَ، مون تان گَهڻيٖئِي ڪِيا.",Shah Bhitai
"سَرَ نِسَرِيا پاندَ، اُتَرَ لَڳا، آءُ پِرِين!
مون تو ڪارَڻِ، ڪانڌَ! سَهِسين سُکائُون ڪِيُون.",Shah Bhitai
"سَرَ لوهِيڙا ڳَڀِيا، ڪُسَرَ نِسَرِيا،
تو ڪيئن وِسَرِيا، ڍولِيا! ڏينهَن اَچَڻَ جا؟",Shah Bhitai
"جيڪَرَ اَچـٖي هاڻِ، ته ڪَرِيان رُوحَ رُچَندِيُون،
آيَلِ! ڍولـيٖي ساڻِ، هوند ڳَرِ لَڳِي ڳالهيُون ڪَريان.",Shah Bhitai
"آيل! ڍولِيي ساڻُ، اَچي ته جهيڙِيان،
لايَئي ڏينهَن گَهڻا، مون سين ڪيئي ٿورِڙا.",Shah Bhitai
"ڍولِيو وِيئَڙو ڏُورِ، تي ٿِي سِيءَ گُذارِيان،
مادَرِ! مُون مَ چورِ، ناتَه پَڌَرِ پُوندي پرينءَ ري.",Shah Bhitai
"لاهِيندائِي ڪَنِ، ڳالِهيون هَلَڻَ سَندِيُون،
ڏِيندا مُون ڏُکَنِ، وَههِ وِجَهندا جِندَڙو!",Shah Bhitai
"مون کي جِيارِيو، پِريَنِ جِي ڳالِهه ڪري!
ڊَٺو اَڄُ اَڏيو، هينئڙو ڪوٽَ بُرجَ جيئن.",Shah Bhitai
"وانءُ وَڃِي وائُٺِ، هينئڙا! ماڳُ پِريَنِ جو،
چُمِيو چُمُ چانئٺ، هوءِ جا سَندِي سَڄَڻين.",Shah Bhitai
"آئون جَنِ آساري، مَٿي تَڙَ گُذارِيان،
مون کي وِساري، شالَ مَ وَڃَنِ اُوهَرِي.",Shah Bhitai
"سَنهـٖي لَڪ، نَڪ سَنئيٖن، ڪَجَلَ ڀِنَنِ نيڻَ،
سامُونڊِي! مون سيڻَ، ڪِ تو ڪالَهه لَنگهائِيا؟",Shah Bhitai
"هي سَڄَڻَ سَيئِي، جي مون ڪوڏِ نِهاريا،
اِيندَمِ جان پيهِي، ته سَڀِ لاهِيندَمِ ڏُکَڙا.",Shah Bhitai
"اڄُ پُڻ وايُون ڪَنِ، وَڻِجارا وَڃَڻَ جُون،
اَٺِئِي پَهَرَ اَٿَنِ، سَعيو ڪنهن سَفَرَ جو.",Shah Bhitai
"لاهِيان جي نه چِتان، اَلا! اُنِ مَ وِسَران!
مَڙِهيو مَنجهاران، جِيُ منهنجو جَنِ سين.",Shah Bhitai
"چِتان جي نه چُرَنِ، اَلا! اُنِ مَ وِسَران،
مون مَنُ آهي تَنِ، مَڙِهيو مَنجهاران هِنئين.",Shah Bhitai
"تَڙيـٖن تَنوارِين، ماءِ! سامُونڊِي آئِيا،
مون کي جِيارِينِ، وايُون وَڻِجارَنِ جُون.",Shah Bhitai
"اَڱَڻِ آئِيا جان، ته سَرَتِيُون! مون سُکَ ٿِيا،
امل پِرِيَنِ مٿان، ٻُرِڪِئو ٻِيَنِ ڏِيان.",Shah Bhitai
"آئِي اُتَرَ مُندَ، هِينئِيـٖن اُڊَڪو نَه لَهي،
وَٽِينِ لاڄُوبَندَ، ٻِيهَرَ مَکِينِ ٻيڙِيُون.",Shah Bhitai
"لاڄُو ٿا لَنوَنِ، اَچَنِ سِڙَهه اُپَٽِيا،
ڪارَڻِ تَنِ پِرِيَنِ، ويٺِي واٽَ نِهارِيان.",Shah Bhitai
"سِڙَهه سُڃاڻِيو چوءِ، ماءِ! سامُونڊي آئِيا،
مانَ منهنجو هوءِ، جانِي هِنَ جهازَ ۾!",Shah Bhitai
"بَندَرَ ديسان ديسِ، اَمُلُهه نه مِلي وارِييٖن،
فَقِيراڻي ويسِ، اَمُلُهه ڏِيَنِ اَتورِيا.",Shah Bhitai
"پَتَڻِ پوءِ پَچارَ، ان ڪي سِڙَهه وِيندا گَڏِيا،
اَڪُنڊَ مون اَپارَ، شالَ منهنجا موٽِيا.",Shah Bhitai
"اُڀِيُون تَڙَ پُوڄِينِ، وَهُون وَڻِجارَنِ جون،
آڻِيو اَکا ڏِينِ، کَٿُورِي، سَمُونڊَ کي.",Shah Bhitai
"جَنِين ڪارَڻ مون، تَڙَ پُوڄارا پُوڄِيا،
پُنِيَمِ اُميدُون، سـٖي ئي سَڄَڻَ آئِيا.",Shah Bhitai
"وائُنِٽيون ٿِيُون وَرَڪَنِ، اَڃا سِڙَهه نه پَڌَرا،
سي ئِي ٿِيُون مَرَڪَنِ، جَنِين سَندا آئِيا.",Shah Bhitai
"کُوهَنِ سِرِ وائُنٽِيُون، وائُنٽِيُنِ سِرِ ڳَنڊَ،
کيڙي کيڙي کَنڊَ، ماءِ! سامونڊي آئِيا.",Shah Bhitai
"جَرِ تَڙِ ڏِيو ڏي، وَڻِ ٽِڻِ ٻَڌِي وائُنٽِيُون،
اَلا! ڪانڌُ اَچي، آسائِتِي آهِيان!",Shah Bhitai
"جا جَرِ جاٽُون نه ڏِئي، ڏِيا نه موهي،
سَڌُون ڪوهُ ڪَري، سا پَنهِنجي ڪانڌَ جون؟",Shah Bhitai
"مون اُڀي تَڙَ وَٽِ، پِرِيَنِ پَڳَههَ ڇوڙِيا،
ڪا مُنهين ۾ گَهٽ، ناتَه سَڄَڻَ سَٻاجها گَهڻو.",Shah Bhitai
"مون اُڀـٖي تَڙَ هيٺِ، پِرِيَنِ پَڳَههَ ڇوڙِيا،
ڪا مُنهين ۾ ڏِيٺِ، نا تَه سَڄَڻَ سَٻاجها گَهڻُون.",Shah Bhitai
"مون اُڀي تَڙَ جَهلَ، پِرِيَنِ پڳَههَ ڇوڙِيا،
ڪا مُنهين ۾ اَلَ، نا تَه سَڄَڻَ سَٻاجها گَهڻُون.",Shah Bhitai
"مون اُڀي تَڙَ پاسِ، پِرِيَنِ پَڳَههَ ڇوڙِيا،
ڪا مُنهين ۾ اَلَ، نا تَه سَڄَڻَ سَٻاجها گهڻُون.",Shah Bhitai
"کيڙائُنِ کارو، سَنجهيئِي سارِيو،
آيَلِ! اُمارو، آهِن پَرِييٖن پارَ جو.",Shah Bhitai
"وَڻِجَارَنِ وريٖ، پِرِهَه پَڳَههَ ڇوڙيا،
کيڙائُو کاري، سَنڀُوڙا، سَيَدُ چي.",Shah Bhitai
"وَڻِجاريٖ جِي ماءِ! وَڻِجارو نه پَلِييٖن؟
آيو ٻارهيٖن ماهِ، پُڻِ ٿو سَفَرِ سَنَبهـٖي.",Shah Bhitai
"وَڻِجاري ڪانڌاءُ، مون وَرُ ويٺي گهارِيو!
لَڳي اُتَرَ واءُ، ڍولِيو هَلَڻَ جُون ڪري.",Shah Bhitai
"جي تون وَڻِجارو ڪانڌُ، ته مون هَڏِ مَ لائُون لَڌِيون!
پَرَڏيههَ مَٿَي سانگُ، اَٺَئِي پَهَرَ جنهن ڪِيو.",Shah Bhitai
"پَرَڏيههِ پُورِيائُون، سامونڊِيَنِ سِڙَهه سَنباهِيا،
مان تَنُ مارِيائُون، پاڻان وِجهي گندرين!",Shah Bhitai
"جيڪِين ڏِٺو مان، سو جي ڏِٺو جيڏِيين،
گَهرَ وَرَنِين سان، هوند گَهڻِنِ گهوري ڇَڏِيا.",Shah Bhitai
"مِنهِه جِهِين جي مُون، ڏِٺو مُنهن مِيهارَ جو،
آهيم ساههَ سَئُون، سو ڪيئن گَهڙو گهورِيان؟",Shah Bhitai
"گَهڙو ڀَڳو، مُنڌَ مُئِي، وَسِيلا وِيا،
تِنهان پوءِ سُئا، سُهڻِي سَڏَ ميهار جا.",Shah Bhitai
"جَڏِهن وَسِيلَنِ، لوڙهي ڇَڏِي لُڙَ ۾،
پاراڙان پِرِيَنِ، تڏهن پُڇِي سُوهَڻِي.",Shah Bhitai
